id,target
0,114.58368923196362
1,118.0128146582844
2,-21.739852329242538
3,-43.9368985414008
4,-95.91489844208441
5,-44.50742395660588
6,-75.56652596221402
7,23.82083548566954
8,173.83528378563457
9,172.84928956956787
10,-105.40231168859384
11,-20.802023432031632
12,-3.9132377724323497
13,122.99918625290398
14,40.307884207555915
15,45.71284951105115
16,-189.6284909238684
17,22.612545403086862
18,11.641047312746235
19,136.3421431196323
20,64.91625523223435
21,-61.988488437206044
22,-108.19467902060548
23,-7.412127467739261
24,-58.523952754085016
25,11.888977748249046
26,29.23764002873844
27,107.68757889279802
28,24.146856340743142
29,-26.10501203356275
30,110.96807606148178
31,-44.879709641447064
32,216.79993906474385
33,-13.860605164472835
34,-228.6031823797894
35,154.89602116368778
36,-2.225833895947247
37,12.723034426200755
38,-308.3078766881886
39,77.11075832295651
40,-81.20791770025562
41,-206.63292494158935
42,-238.7628813624671
43,134.75736517848898
44,-73.7514776784635
45,105.46370235126928
46,-3.590749267486787
47,20.604383948986026
48,-98.01873539455187
49,-27.51690491391399
50,10.815900096826491
51,-174.4635340243391
52,65.15575177878465
53,-97.80638440529809
54,-106.15185533453375
55,-155.94217761954374
56,62.536103200971134
57,108.62899099849791
58,-74.61034223538365
59,41.73963795691357
60,41.2242983218184
61,-50.80430071206364
62,164.88726191987766
63,43.56359850204124
64,56.93714013579338
65,24.12113337732937
66,81.67738384704376
67,-1.803043160679164
68,-3.097350106263404
69,1.809772717426466
70,-23.939728774754066
71,161.87471956732207
72,-41.0129899014573
73,21.55607011895747
74,-66.4305441843227
75,-69.27101456042477
76,36.998616899336525
77,-160.49035403214404
78,-1.7615267251174718
79,151.30931871522242
80,-38.021832720623124
81,-120.32068780479308
82,-194.43634494072953
83,36.449385178327475
84,146.4257169139296
85,271.4297347985355
86,-256.99880377485664
87,-88.5512683018582
88,76.26077555149374
89,-89.94264526450455
90,-49.40992379600847
91,125.58830312630631
92,-163.89114721471046
93,-116.82334106645375
94,48.710440376020586
95,98.16840611103909
96,-215.5814591447834
97,-121.2889512116189
98,-172.34681947133942
99,-51.259413009491496
100,127.99197505624626
101,-83.89470035874902
102,-3.9335570971341607
103,-1.4581936199407695
104,0.0687157159464915
105,80.72632791162424
106,44.50955254729274
107,92.45256060444254
108,-30.29370781486316
109,-84.14094619700853
110,38.60565838291101
111,18.28506520111081
112,117.4018594320727
113,7.708732412846713
114,73.56676994020933
115,32.725065917598656
116,-142.40392050618087
117,7.2127766890872955
118,21.01402887701908
119,-22.7889032409691
120,-21.198154966380713
121,-255.7712065573912
122,267.4372801635847
123,155.03919523305157
124,14.341731698566853
125,83.51245153810943
126,-12.144223212077543
127,-153.0973235232173
128,112.39359521511213
129,-32.04590346184533
130,-216.0247625068171
131,121.05769684529749
132,-29.893091107071974
133,-86.83480659957458
134,170.72446841049006
135,39.19228611583907
136,-19.33000261424339
137,61.76416566735183
138,46.081214656702095
139,-175.02947140957835
140,130.15560904214294
141,-72.80718874747583
142,212.09039841555443
143,135.3462453429572
144,0.23009743393100646
145,-153.84466709100383
146,-14.870958613416024
147,133.6600805639977
148,35.962802714124265
149,57.704585392419624
150,-4.3655215986249765
151,-43.11104577689094
152,17.721740547858943
153,-69.70519885110052
154,28.54637037209185
155,141.99407184069648
156,346.8237987614581
157,216.92417872158268
158,27.816276675606574
159,-37.739062448420526
160,-171.39727516744125
161,12.89616775075243
162,298.60772769371465
163,75.63842849072505
164,-22.109099154073817
165,155.67841829241607
166,-155.69486946591985
167,141.40800342890935
168,171.0799522979681
169,-46.94908524932767
170,65.57778404488873
171,97.25339204770725
172,94.9267603070633
173,31.871503360461006
174,174.33705171081198
175,-151.1551079787769
176,-94.33428461261695
177,-169.77711078431048
178,-18.296914273414416
179,-107.27779584838306
180,-14.126610767107982
181,-58.81201722181758
182,-75.08323803309632
183,67.35872706795084
184,-68.97034784639776
185,88.83186310180744
186,-57.09483419585342
187,-109.74125494966405
188,-77.78335438431556
189,185.6293041825977
190,-41.42822060184216
191,219.6355221992189
192,-56.617284687432395
193,-83.62225254718614
194,47.32380047296622
195,0.6260765305715079
196,71.38215107677878
197,-60.66399027720048
198,209.65912712436707
199,-138.63705486246602
200,-96.84780303115623
201,-115.58397845313134
202,24.965410204680055
203,54.29524001644949
204,150.5027616118641
205,46.898322372589234
206,91.98549661099969
207,173.01310140072283
208,-270.5532091605296
209,-173.85739657282718
210,-105.30417713653831
211,-82.51422643184934
212,29.080247287156254
213,-50.33218047641916
214,78.0970159572238
215,-20.197915129111763
216,-52.21632039310655
217,-28.630773942277386
218,65.65605731658414
219,91.73073270650687
220,-82.66754806101528
221,-148.4609262915806
222,48.67770922260241
223,238.56764550988837
224,-48.699899622742464
225,15.76313209525566
226,-61.98996903059289
227,13.148570655078286
228,10.028951249511795
229,39.964608396089886
230,115.95861509753041
231,18.666950327688994
232,-107.32994216796968
233,46.76955937177415
234,100.03995867680717
235,-88.75339379682121
236,-174.694218250322
237,169.47814731156174
238,109.35279925539508
239,62.089916114317546
240,-8.54397834129955
241,-24.85644414258912
242,-47.7166393757685
243,-171.01135529039377
244,-65.00088432230498
245,-27.748180401110353
246,-171.40259770776575
247,-28.209327573944982
248,34.318817500029134
249,-121.61078346099137
